Register,Docker,applicationType,authenticationType,hibernateCache,clusteredHttpSession,websocket,databaseType,devDatabaseType,prodDatabaseType,buildTool,searchEngine,enableSocialSignIn,useSass,enableTranslation,testFrameworks,Generate,Compile,Build
5629,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5631,true,"""monolith""","""oauth2""","""ehcache""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5633,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",true,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
5635,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",true,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5636,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
5637,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
5639,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
5641,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5644,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5645,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""mongodb""","""mongodb""","""mongodb""","""maven""","""no""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
5650,true,"""gateway""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
5652,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",true,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5653,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5657,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
5661,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
5662,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",true,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5665,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5666,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5667,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5670,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
5672,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5674,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",true,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
5680,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5683,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
5688,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5691,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
5693,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",true,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
5698,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
5701,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5702,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5704,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
5706,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",true,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
5707,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
5709,true,"""monolith""","""oauth2""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
5711,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5716,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5719,true,"""microservice""","""jwt""","""hazelcast""",ND,ND,"""sql""","""InMemory""","""postgresql""","""maven""","""no""",ND,ND,true,"[""gatling"",""cucumber""]",OK,OK,OK
5724,true,"""monolith""","""oauth2""","""hazelcast""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
5733,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
5735,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5737,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
5738,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5740,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5743,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
5744,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
5750,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5753,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",true,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5755,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
5763,true,"""monolith""","""oauth2""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
5764,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",true,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5765,true,"""monolith""","""oauth2""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5767,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5768,true,"""gateway""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""no""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
5772,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
5773,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",true,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5783,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5784,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5788,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
5791,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""no""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5794,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
5796,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5799,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
5800,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5809,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5812,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5819,true,"""monolith""","""jwt""","""no""","""no""","""no""","""mongodb""","""mongodb""","""mongodb""","""maven""","""no""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5821,true,"""uaa""","""uaa""","""ehcache""",ND,ND,"""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",ND,ND,false,"[""cucumber"",""gatling""]",OK,OK,OK
5823,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
5824,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5828,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5829,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5830,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5832,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5835,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5836,true,"""monolith""","""oauth2""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5841,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5843,true,"""monolith""","""oauth2""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
5847,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
5849,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
5854,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5858,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5859,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
5860,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
5861,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
5865,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",true,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
